V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,Class
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(0.5-1.288852]\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',6
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',6
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(0.5-1.288852]\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(0.5-1.816994]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',6
'\'(3.764706-inf)\'','\'(0.732441-inf)\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(0.5-1.816994]\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',6
'\'(-inf-3.764706]\'','\'(0.732441-inf)\'','\'(0.5-1.288852]\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(1.5-inf)\'',7
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(-inf-0.5]\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(0.169934-inf)\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(0.555755-inf)\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',7
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(0.5-1.288852]\'','\'(-inf-0.5]\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',7
'\'(3.764706-inf)\'','\'(0.732441-inf)\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(0.524822-inf)\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(0.548561-inf)\'','\'(-inf-0.029412]\'','\'(0.578334-1.5]\'',7
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(0.5-1.816994]\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(0.555755-inf)\'','\'(0.55147-inf)\'','\'(0.548561-inf)\'','\'(-inf-0.029412]\'','\'(0.578334-1.5]\'',7
'\'(-inf-3.764706]\'','\'(0.732441-inf)\'','\'(0.5-1.288852]\'','\'(-inf-0.5]\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(0.578334-1.5]\'',7
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(0.5-1.288852]\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(0.169934-inf)\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(0.555755-inf)\'','\'(0.55147-inf)\'','\'(0.548561-inf)\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',7
'\'(-inf-3.764706]\'','\'(0.732441-inf)\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(1.816994-inf)\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(0.548561-inf)\'','\'(-inf-0.029412]\'','\'(0.578334-1.5]\'',7
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(0.5-1.288852]\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(0.555755-inf)\'','\'(0.55147-inf)\'','\'(0.548561-inf)\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',7
'\'(3.764706-inf)\'','\'(0.732441-inf)\'','\'(0.5-1.288852]\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(0.5-1.072695]\'','\'(0.913121-1.5]\'','\'(-inf-0.5]\'','\'(0.58541-inf)\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(-inf-0.479729]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(0.578334-1.5]\'',7
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(-inf-0.5]\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(0.533834-inf)\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(0.5-1.04228]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.103384]\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(0.5-1.04228]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(0.5-1.816994]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(0.533834-inf)\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(-inf-0.5]\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(0.5-1.04228]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(-inf-0.5]\'','\'(0.603383-inf)\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(0.533834-inf)\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(-inf-3.764706]\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(-inf-0.771242]\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(0.5-1.816994]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(1.572695-inf)\'','\'(-inf-0.413121]\'','\'(-inf-0.5]\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(0.5-1.04228]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(-inf-0.479729]\'','\'(2.5-inf)\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(0.591727-inf)\'','\'(-inf-0.055755]\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',2
'\'(3.764706-inf)\'','\'(0.732441-inf)\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(1.816994-inf)\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(2.5-inf)\'','\'(1.5-2.5]\'','\'(-inf-0.084559]\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(1.54228-3]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',5
'\'(3.764706-inf)\'','\'(0.732441-inf)\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(1.816994-inf)\'','\'(-inf-0.389097]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(2.5-inf)\'','\'(0.979729-1.5]\'','\'(0.584559-inf)\'','\'(0.608108-inf)\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(1.54228-3]\'','\'(0.591727-inf)\'','\'(0.555755-inf)\'','\'(0.55147-inf)\'','\'(-inf-0.048561]\'','\'(0.529412-inf)\'','\'(-inf-0.078334]\'',5
'\'(3.764706-inf)\'','\'(-inf-0.232441]\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(-inf-0.103384]\'','\'All\'','\'(0.5-1.816994]\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(-inf-0.169934]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(2.5-inf)\'','\'(1.5-2.5]\'','\'(0.584559-inf)\'','\'(-inf-0.108108]\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(0.774822-1.5]\'','\'(1.54228-3]\'','\'(0.591727-inf)\'','\'(0.555755-inf)\'','\'(-inf-0.051471]\'','\'(0.548561-inf)\'','\'(0.529412-inf)\'','\'(-inf-0.078334]\'',5
'\'(-inf-3.764706]\'','\'(0.732441-inf)\'','\'(1.788852-inf)\'','\'(0.5-inf)\'','\'(0.603383-inf)\'','\'All\'','\'(-inf-0.5]\'','\'(0.889097-1.5]\'','\'All\'','\'All\'','\'(0.169934-inf)\'','\'(0.5-inf)\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(1.650709-inf)\'','\'(-inf-0.085409]\'','\'(-inf-0.024823]\'','\'(-inf-0.054151]\'','\'(0.771242-inf)\'','\'(-inf-0.033835]\'','\'(1.5-2.5]\'','\'(0.979729-1.5]\'','\'(-inf-0.084559]\'','\'(0.608108-inf)\'','\'(-inf-0.003378]\'','\'(-inf-0.067568]\'','\'(-inf-0.016892]\'','\'(-inf-0.274823]\'','\'(-inf-0.5]\'','\'(-inf-0.091727]\'','\'(-inf-0.055755]\'','\'(-inf-0.051471]\'','\'(-inf-0.048561]\'','\'(-inf-0.029412]\'','\'(-inf-0.078334]\'',5
